T1	T2
NDUFS1	422.459025652157	422.459025652157
RB1CC1	880.775870166684	880.775870166684
ERP44	616.730448326073	616.730448326073
ALAS1	386.297830199883	386.297830199883
BIRC3	278.057023523794	278.057023523794
AKAP11	196.70630308896	196.70630308896
GLRX2	547.654734377739	547.654734377739
SNAPC1	219.078198056798	219.078198056798
DERA	338.234591938401	338.234591938401
STRAP	908.042910599962	908.042910599962
ABCC2	93.9092228415617	93.9092228415617
DEF6	49.8276110712977	49.8276110712977
PLEKHO1	61.1439378239384	61.1439378239384
GCLM	502.677934536481	502.677934536481
UBR2	186.908755778299	186.908755778299
EHD2	74.8512065797754	74.8512065797754
DEPDC1	282.193512147888	282.193512147888
CCDC28A	149.070442610781	149.070442610781
HSF2	138.013812911641	138.013812911641
PHF20	520.361361558809	520.361361558809
HSD17B6	17.9657983690981	17.9657983690981
NR1H3	80.0635497451633	80.0635497451633
TYMP	172.94610098052	172.94610098052
NCAPH2	167.638548708902	167.638548708902
TOMM34	250.839654684354	250.839654684354
SEC63	917.951774830855	917.951774830855
KPNA6	451.375745493753	451.375745493753
VIM	894.976646671406	894.976646671406
RNASET2	342.407727724314	342.407727724314
CD44	762.038219793185	762.038219793185
BTN3A1	56.1021783429692	56.1021783429692
MIPEP	113.733267231569	113.733267231569
PRKCH	64.0012674925118	64.0012674925118
IFNGR1	594.561024741748	594.561024741748
B4GALT7	129.02066799504	129.02066799504
VRK2	156.321552533034	156.321552533034
VEZT	335.588311501537	335.588311501537
POU2F2	18.7153413290655	18.7153413290655
BRD9	376.569061957297	376.569061957297
SNX1	326.381623551308	326.381623551308
TBPL1	223.693679897765	223.693679897765
BCLAF1	619.122562869985	619.122562869985
SLC39A9	121.651150877805	121.651150877805
TFB1M	133.405599884541	133.405599884541
RABEP1	863.348323580195	863.348323580195
HMGB3	827.964989975618	827.964989975618
NUP160	115.049930770363	115.049930770363
BAK1	48.0212505688164	48.0212505688164
IKZF2	45.1905204210654	45.1905204210654
GRN	671.518498598745	671.518498598745
FAM13B	180.38031807412	180.38031807412
CENPQ	210.130097880388	210.130097880388
SARS1	839.83079577461	839.83079577461
RANBP3	167.015431860279	167.015431860279
ARID4A	339.349543953961	339.349543953961
EIPR1	207.167347143299	207.167347143299
PNPLA6	35.3298093145725	35.3298093145725
IFT88	162.868662780379	162.868662780379
ALG1	8.7996736154429	8.7996736154429
ZCCHC8	245.354187459005	245.354187459005
ABCF2	155.319789622953	155.319789622953
CHPF2	42.4937180775034	42.4937180775034
LRRC7	8.37175956824417	8.37175956824417
FUT8	172.615144747908	172.615144747908
UBA6	277.043759831956	277.043759831956
GAB2	17.3397424258652	17.3397424258652
ATP6V0A1	112.854884306118	112.854884306118
PIAS1	205.769158022608	205.769158022608
SLC4A7	297.769938574049	297.769938574049
MAP2K3	212.971272011529	212.971272011529
TMSB10	3308.47566135995	3308.47566135995
ASTE1	44.9297096614565	44.9297096614565
RNF19A	339.495562717842	339.495562717842
PEX3	177.04996921627	177.04996921627
GABARAPL2	1059.39036090005	1059.39036090005
SH3YL1	561.796539010294	561.796539010294
FAM136A	704.420923572427	704.420923572427
VCL	562.210556975425	562.210556975425
DEPDC1B	102.21808016119	102.21808016119
DAPK2	40.928583106235	40.928583106235
NSMAF	111.726557743669	111.726557743669
ADSS2	854.155854896623	854.155854896623
TIMP2	180.503858550429	180.503858550429
RFC1	789.150721097328	789.150721097328
TBC1D23	310.049676572448	310.049676572448
CUL3	166.934008738008	166.934008738008
ZZZ3	273.692846099046	273.692846099046
USP2	17.0298297421897	17.0298297421897
TUBG2	46.3356366876705	46.3356366876705
RPL26L1	639.005279832801	639.005279832801
NSUN2	545.523181223509	545.523181223509
FBXO42	47.9836446758963	47.9836446758963
MFAP3	8.63899898551569	8.63899898551569
MRI1	83.5456342331674	83.5456342331674
METTL1	114.20219958471	114.20219958471
HOXC8	56.4133969232966	56.4133969232966
AGA	179.742258587961	179.742258587961
PI4K2B	87.0362281207941	87.0362281207941
BOD1L1	469.863369153295	469.863369153295
MAT2B	399.257840932208	399.257840932208
EDC4	4.87175723994273	4.87175723994273
TRIO	193.483561228294	193.483561228294
CLEC16A	38.2624983227902	38.2624983227902
CDH1	517.88816804428	517.88816804428
MTREX	354.002532119331	354.002532119331
DNAH5	38.1511350282524	38.1511350282524
ZFYVE16	225.962277062151	225.962277062151
RIPOR1	49.7154614139554	49.7154614139554
RAI14	603.841633424796	603.841633424796
PNKP	179.077148113005	179.077148113005
PHLPP2	30.374135009159	30.374135009159
SPDL1	618.093460577225	618.093460577225
STAU2	299.170167995068	299.170167995068
SLC66A1	51.6793444428303	51.6793444428303
CTNS	42.816623239444	42.816623239444
RTN4R	10.9220238271527	10.9220238271527
PHF23	149.178058225164	149.178058225164
INPP4A	49.5592283314698	49.5592283314698
RAB27B	186.371822766332	186.371822766332
PSMA4	1829.45646090844	1829.45646090844
LSG1	428.28659664123	428.28659664123
PARP3	35.6816037033311	35.6816037033311
THAP3	71.7460575637353	71.7460575637353
RIPOR3	24.0622765708262	24.0622765708262
TDP1	98.2155003353297	98.2155003353297
AIFM2	264.085786501579	264.085786501579
SPATA7	73.2125698203956	73.2125698203956
MED17	34.4976906508589	34.4976906508589
RETSAT	140.639377547163	140.639377547163
CAPG	393.147037856996	393.147037856996
AP2S1	1311.6148075515	1311.6148075515
DCUN1D1	405.409418401424	405.409418401424
JADE2	42.5123287501482	42.5123287501482
TRIT1	167.024436613701	167.024436613701
CUL7	57.2930191713744	57.2930191713744
CTNNA1	812.049256868821	812.049256868821
PHKA2	28.1101156903952	28.1101156903952
CNTLN	228.554857641823	228.554857641823
HSPA5	1518.01416515733	1518.01416515733
DSG2	312.051782775095	312.051782775095
GEMIN8	101.789370613019	101.789370613019
OFD1	387.874950742685	387.874950742685
GPM6B	16.2439921214701	16.2439921214701
WDR37	44.8640054878724	44.8640054878724
YTHDC2	303.350805467289	303.350805467289
CTPS2	74.8331986451409	74.8331986451409
ATP6V1H	373.38274719098	373.38274719098
POLR2B	493.05682952588	493.05682952588
FAM214A	126.496035342074	126.496035342074
ARAP2	46.5945669278321	46.5945669278321
TPR	1355.8642729032	1355.8642729032
KATNIP	25.406471208722	25.406471208722
DTNBP1	186.109625987027	186.109625987027
C12orf4	152.65376922688	152.65376922688
SCML1	184.79235938777	184.79235938777
WWC3	123.152179158023	123.152179158023
MAP4	793.742653636236	793.742653636236
GOPC	492.905880871452	492.905880871452
USP28	105.563988441261	105.563988441261
TSPAN17	119.828403026267	119.828403026267
NOP16	610.387706373764	610.387706373764
CC2D2A	90.4304420069683	90.4304420069683
RRM2B	130.030957238925	130.030957238925
ZNF800	297.241866650093	297.241866650093
SNX29	47.9441349705509	47.9441349705509
MRPS10	805.180462773458	805.180462773458
RSF1	714.502134389181	714.502134389181
VPS13D	93.1989756347362	93.1989756347362
FAM120A	556.774363164521	556.774363164521
R3HDM1	333.591077937051	333.591077937051
KITLG	95.6566330138103	95.6566330138103
ERCC8	66.9166484042706	66.9166484042706
H6PD	47.2393819336351	47.2393819336351
VAMP3	381.759036587304	381.759036587304
PER3	57.3091443252734	57.3091443252734
RCN1	291.608045447169	291.608045447169
RFC2	388.818788963423	388.818788963423
ARID1B	162.189087421082	162.189087421082
CLPTM1L	539.17169141124	539.17169141124
NEDD4L	202.884240676794	202.884240676794
PPP1R3F	16.4962634197324	16.4962634197324
HEXB	470.170961630845	470.170961630845
PTCD2	95.6513403715871	95.6513403715871
JKAMP	235.419944202465	235.419944202465
ARHGEF5	42.3988403664202	42.3988403664202
NFE2L3	59.7934572654412	59.7934572654412
MCUR1	559.475880239316	559.475880239316
LIMA1	956.842606957641	956.842606957641
LETMD1	186.647612552573	186.647612552573
SLC4A8	27.1438475230247	27.1438475230247
MAPK9	211.670722460224	211.670722460224
BCAR1	63.1021730011939	63.1021730011939
FHIP1B	43.042483152295	43.042483152295
HERPUD1	603.017763813996	603.017763813996
HOMER3	83.7088530118106	83.7088530118106
RAD51	8.03264205272788	8.03264205272788
POLQ	137.830256905811	137.830256905811
PIK3CB	225.389010087887	225.389010087887
THOC3	216.589302334076	216.589302334076
HEBP2	777.776215044957	777.776215044957
MPHOSPH9	181.246184182096	181.246184182096
PLEKHA5	247.590080426569	247.590080426569
SIKE1	431.002316181993	431.002316181993
RRP12	60.2607180212208	60.2607180212208
FNIP2	43.5829827299772	43.5829827299772
MSMO1	434.062042568919	434.062042568919
TTC17	284.170703627926	284.170703627926
FOXN3	94.3590209890872	94.3590209890872
AKR7A2	460.546274839078	460.546274839078
MRTO4	479.849794270234	479.849794270234
USE1	262.113180359796	262.113180359796
AP5M1	127.464727926947	127.464727926947
ANAPC4	119.76382145989	119.76382145989
TRAPPC3	463.597613858079	463.597613858079
THRAP3	950.4713475365	950.4713475365
PHPT1	785.783725447256	785.783725447256
ENTPD2	42.4564662446746	42.4564662446746
ARID4B	781.350462188692	781.350462188692
OPN3	17.5184552884825	17.5184552884825
SDCCAG8	393.627218912028	393.627218912028
HHAT	21.9858912671846	21.9858912671846
KIF1B	277.200156814055	277.200156814055
TBC1D22A	107.848158664813	107.848158664813
SYNE2	728.715574439794	728.715574439794
PLEKHH1	5.46091485405493	5.46091485405493
ATP9A	67.3256941304826	67.3256941304826
FAM168A	50.3810355877777	50.3810355877777
RELT	28.3000148536058	28.3000148536058
NOP58	1259.37483595838	1259.37483595838
SZRD1	212.917305970717	212.917305970717
CUL1	303.542187557816	303.542187557816
FAM114A2	132.772197874989	132.772197874989
TAB2	176.036484328832	176.036484328832
GINM1	503.52305246898	503.52305246898
EIF2AK2	652.094775112972	652.094775112972
USP36	134.861954593044	134.861954593044
KMT2C	409.349207190374	409.349207190374
PUM2	181.278034426499	181.278034426499
MRPL43	516.315400506019	516.315400506019
HPF1	445.347998714102	445.347998714102
ZFR	875.394253175043	875.394253175043
ZNF280C	36.4395929990469	36.4395929990469
RC3H2	202.287297353592	202.287297353592
IL17RB	78.5981138043533	78.5981138043533
TRAF3IP2	146.22112751967	146.22112751967
DCBLD2	384.203529099724	384.203529099724
SOAT1	180.289267809404	180.289267809404
PKP2	126.403625277007	126.403625277007
GDI2	818.249946339002	818.249946339002
ATG5	401.996849055332	401.996849055332
PITHD1	236.504313633456	236.504313633456
MTA3	172.489122598699	172.489122598699
USP13	114.438992546522	114.438992546522
ATP11B	90.3491284346183	90.3491284346183
CDK14	48.3300632341083	48.3300632341083
SEC61A1	262.84380732455	262.84380732455
PPP1R12A	772.654459789423	772.654459789423
CROCC	7.53238468500636	7.53238468500636
POLR3E	162.489611879756	162.489611879756
ATP2B4	208.485972669584	208.485972669584
ZC3H11A	2.46630862714155	2.46630862714155
RIOK2	253.619942002029	253.619942002029
YIPF1	152.856406874736	152.856406874736
NDC1	122.491238943824	122.491238943824
FLYWCH1	72.6743043882836	72.6743043882836
UNKL	92.8080158393369	92.8080158393369
PARP12	76.374507974825	76.374507974825
ALDH18A1	167.015861418365	167.015861418365
TARBP1	108.625168393618	108.625168393618
GATB	172.801612709938	172.801612709938
MXD1	131.863232920962	131.863232920962
CDK17	97.0388231895468	97.0388231895468
DNAJC25	179.432702600715	179.432702600715
CTDP1	26.9694297651264	26.9694297651264
YBX3	847.092844905558	847.092844905558
WNK1	453.225302376109	453.225302376109
RPS17P5	48.3685909364002	48.3685909364002
CCAR1	746.356172687638	746.356172687638
OGFR	97.4981833438319	97.4981833438319
PIGV	49.8591259433011	49.8591259433011
SNRNP40	271.179143045837	271.179143045837
QSER1	259.22730179685	259.22730179685
MPC1	416.827792445064	416.827792445064
ACAA1	21.0133630681346	21.0133630681346
HDAC7	97.5772874240607	97.5772874240607
NCKAP1	262.653674532526	262.653674532526
MRPS35	1214.47173685742	1214.47173685742
SFSWAP	498.571221409396	498.571221409396
TNK2	49.9002448565068	49.9002448565068
MON2	118.045472930803	118.045472930803
CDH3	194.520314120959	194.520314120959
GPBP1	715.433030843238	715.433030843238
DGAT2	91.6152537386172	91.6152537386172
ZNF112	23.1794426586368	23.1794426586368
CS	372.999228195008	372.999228195008
MRPS24	11.3489510749448	11.3489510749448
ELMO2	43.572324405481	43.572324405481
WAPL	350.962819916557	350.962819916557
VMP1	1233.53867814309	1233.53867814309
APPBP2	308.789830015932	308.789830015932
POLD1	47.8593803333946	47.8593803333946
EIF4B	684.619025842244	684.619025842244
SLC6A16	2.04613155489668	2.04613155489668
BICRA	17.9960136057359	17.9960136057359
SPHK2	15.1050805725611	15.1050805725611
RPL18	2847.65816405502	2847.65816405502
CA11	31.9251074600375	31.9251074600375
ISOC2	331.286668946174	331.286668946174
U2AF2	70.0133891825513	70.0133891825513
EPN1	236.217058340912	236.217058340912
MED29	221.12741573162	221.12741573162
AHRR	21.8868707588416	21.8868707588416
ZNF275	21.8837130066491	21.8837130066491
MTMR1	21.5270668957307	21.5270668957307
GPC1	68.2283045663553	68.2283045663553
ADCK1	31.802583463237	31.802583463237
HAGH	292.561595678594	292.561595678594
RNF4	161.582117130674	161.582117130674
CASP8	221.396081302951	221.396081302951
LIMCH1	596.459110580282	596.459110580282
INTS13	385.694784522214	385.694784522214
TM7SF3	264.251107077168	264.251107077168
SPA17	102.795466181144	102.795466181144
ATP2C2	158.301146842281	158.301146842281
CDON	4.40559053455263	4.40559053455263
TAF2	331.911839254092	331.911839254092
HIPK2	396.942973625189	396.942973625189
TNPO3	325.292102587077	325.292102587077
RFXANK	121.540841267811	121.540841267811
TMEM161A	124.132672914201	124.132672914201
LPAR2	91.4072684940276	91.4072684940276
CTSA	88.5392618414423	88.5392618414423
SUGP2	345.501428716637	345.501428716637
SLC12A2	357.953812867161	357.953812867161
SNX24	158.496383286481	158.496383286481
CNN2	149.062004117417	149.062004117417
ABCA7	50.0959626344611	50.0959626344611
DDX20	173.947920085824	173.947920085824
BTBD1	110.895320830743	110.895320830743
FAR2	80.1417983685102	80.1417983685102
SBNO2	37.4007847382817	37.4007847382817
PMS1	309.054944473072	309.054944473072
HMG20B	580.928549614818	580.928549614818
TAF11	325.648087554646	325.648087554646
ANKS1A	56.1325226445253	56.1325226445253
AP3D1	280.260786406377	280.260786406377
ZNF76	68.8393042592619	68.8393042592619
SLC9A3R2	66.39559627147	66.39559627147
NTHL1	262.461727449531	262.461727449531
UHRF1BP1	60.2479142854558	60.2479142854558
GNAI3	564.693481505208	564.693481505208
IPO5	373.134274098267	373.134274098267
OAT	479.590437353625	479.590437353625
WDR3	425.515016857082	425.515016857082
PKN2	544.400263494457	544.400263494457
WDR18	197.007446956342	197.007446956342
TRAM2	204.91007758523	204.91007758523
MCM10	236.335853908587	236.335853908587
DGKA	51.9464444739966	51.9464444739966
ERBB3	254.07338945691	254.07338945691
ANKRD44	23.1621405344597	23.1621405344597
KARS1	736.892242322021	736.892242322021
ADAT1	136.463306116093	136.463306116093
PDIA5	197.388794121031	197.388794121031
TBC1D22B	46.28683052905	46.28683052905
NDUFB4	1616.97910977408	1616.97910977408
SPEN	506.394997792871	506.394997792871
MYLK	159.475757771128	159.475757771128
ZC3H15	1198.04120402546	1198.04120402546
MAP2K4	116.349391076588	116.349391076588
PACC1	170.046001195392	170.046001195392
SLK	748.57667507898	748.57667507898
CYB5R4	154.691298566369	154.691298566369
GSTO2	231.534373111569	231.534373111569
SEC61A2	39.1682656107525	39.1682656107525
ASB1	72.1177809341822	72.1177809341822
FAM107B	255.367620607447	255.367620607447
TBC1D1	96.3146405705598	96.3146405705598
CDK13	233.62132228535	233.62132228535
MTHFD2	986.905839102599	986.905839102599
SLC9A7	70.3898843597207	70.3898843597207
FOXJ2	31.0931634415568	31.0931634415568
YBX1	2047.95794974303	2047.95794974303
PPP2R5A	294.793181196598	294.793181196598
ELAVL1	311.102744342753	311.102744342753
DIP2B	41.9942062338868	41.9942062338868
SMARCD1	118.962277330168	118.962277330168
KDM4A	63.5319820473267	63.5319820473267
NFYC	202.782652874393	202.782652874393
ASPM	579.069095487372	579.069095487372
ELOVL1	235.987403430737	235.987403430737
POLR1H	368.525648247978	368.525648247978
ZBTB11	170.620514676995	170.620514676995
ATXN3	238.267240619818	238.267240619818
GOLGA5	304.188468724246	304.188468724246
LRRC40	146.518804151968	146.518804151968
ISOC1	301.730559759387	301.730559759387
TRMT11	309.303363075421	309.303363075421
THUMPD1	378.061677185539	378.061677185539
MSANTD3	209.201027510349	209.201027510349
ATG2B	40.1301783532017	40.1301783532017
ARFGEF1	286.647202767881	286.647202767881
ZFAT	21.9017252849682	21.9017252849682
MTFR1	262.699459648342	262.699459648342
FECH	203.987198664848	203.987198664848
MYO9A	113.203260201268	113.203260201268
PFKP	436.074229192616	436.074229192616
IDI1	692.086622801636	692.086622801636
SP100	343.913460328648	343.913460328648
KLF6	541.768413712728	541.768413712728
PLPP1	21.944794127611	21.944794127611
NEO1	28.3074247761294	28.3074247761294
TRAM1	961.952884813798	961.952884813798
PHKA1	46.8261581438785	46.8261581438785
TNFRSF1A	285.972245000846	285.972245000846
EVI5	151.664805647841	151.664805647841
STOML1	45.8142546427474	45.8142546427474
PKM	1586.7418166846	1586.7418166846
DHX29	488.554042248528	488.554042248528
DNTTIP2	833.816875240541	833.816875240541
METTL22	80.9753141115565	80.9753141115565
TP53BP1	150.610186503776	150.610186503776
RRP15	555.883702444284	555.883702444284
RHOA	1645.10849377713	1645.10849377713
DHX8	172.519700545512	172.519700545512
PMS2P4	13.287040603117	13.287040603117
