"","sActivity","P","id"
"AZD7762 + Venetoclax",-0.0341398708082818,0.786401568627451,NA
"AZD7762 + Vorinostat",-0.155132999081204,0.473945098039216,NA
"AZD7762 + Wee1 Inhibitor",0.129446394371024,0.522187450980392,NA
"AZD7762 + ZM447439",-0.132076705979859,0.499202352941176,NA
"Bortezomib + 5-Fluorouracil",-0.19933670745773,0.189872156862745,NA
"Bortezomib + Afatinib",-0.00848483688332493,0.974901176470588,NA
"Bortezomib + Alisertib",-0.186319401924623,0.328839215686274,NA
"Bortezomib + Alpelisib",-0.126568097248102,0.32175137254902,NA
"Bortezomib + Axitinib",-0.101218707147698,0.477905098039216,NA
"Bortezomib + AZD6482",-0.00116369685711121,0.993759215686274,NA
"Bortezomib + AZD7762",-0.463225659306128,0.01408,NA
"Bortezomib + AZD8055",-0.345652928804881,0.0860141176470588,NA
"Bortezomib + BI-2536",-0.372560770382247,0.158443137254902,NA
"Bortezomib + Camptothecin",0.175045910667839,0.206995294117647,NA
"Bortezomib + Cisplatin",-0.00732440401526266,0.94192862745098,NA
"Bortezomib + Crizotinib",0.1207070506574,0.400447058823529,NA
"Bortezomib + Dabrafenib",-0.131504559302581,0.277629019607843,NA
"Bortezomib + Docetaxel",-0.334927021781934,0.0774407843137255,NA
"Bortezomib + Doramapimod",0.0607036850538413,0.702505098039216,NA
"Bortezomib + Entinostat",-0.118358627592813,0.413577254901961,NA
"Bortezomib + Gemcitabine",0.0873132372983807,0.562432941176471,NA
"Bortezomib + GSK269962A",0.0287716381204695,0.866727843137255,NA
"Bortezomib + JQ1",0.23377952221475,0.238369411764706,NA
"Bortezomib + KU-55933",-0.188823534911771,0.102403137254902,NA
"Bortezomib + Lapatinib",-0.10434061218031,0.585036078431373,NA
"Bortezomib + Linsitinib",0.00240581571207776,0.985838431372549,NA
"Bortezomib + Luminespib",-0.38025662465891,0.111841568627451,NA
"Bortezomib + MK-1775",-0.263350557247488,0.214136470588235,NA
"Bortezomib + MK-2206",-0.0757631856586858,0.657029803921569,NA
"Bortezomib + Navitoclax",0.0488079081702286,0.844162352941176,NA
"Bortezomib + Nilotinib",-0.173139168369029,0.475534117647059,NA
"Bortezomib + NU7441",-0.0861775205638198,0.658626666666667,NA
"Bortezomib + Nutlin-3a (-)",-0.0273548973520454,0.826196078431373,NA
"Bortezomib + Olaparib",-0.251155907278957,0.0493803921568627,NA
"Bortezomib + OSI-027",-0.500029060602552,0.0125419607843137,NA
"Bortezomib + Paclitaxel",-0.240552153620075,0.239180392156863,NA
"Bortezomib + Palbociclib",-0.0554881476712973,0.638213333333333,NA
"Bortezomib + PD173074",-0.195228093441886,0.136206274509804,NA
"Bortezomib + PF-4708671",-0.24304827088271,0.0679945098039216,NA
"Bortezomib + Pictilisib",-0.111194517984798,0.438610196078431,NA
"Bortezomib + Ribociclib",-0.0192072468086246,0.902077647058824,NA
"Bortezomib + RO-3306",0.149992213543553,0.340668235294118,NA
"Bortezomib + Sapitinib",-0.23310105757046,0.0836556862745098,NA
"Bortezomib + SB216763",0.0252167618368544,0.860530980392157,NA
"Bortezomib + SCH772984",-0.0750151809927737,0.510341176470588,NA
"Bortezomib + Sorafenib",0.0709453971997979,0.739356862745098,NA
"Bortezomib + Taselisib",-0.130268709235305,0.504749803921569,NA
"Bortezomib + Temozolomide",-0.0839565307880984,0.461501960784314,NA
"Bortezomib + Tozasertib",-0.0295297678117186,0.870549803921569,NA
"Bortezomib + Trametinib",-0.224984480605869,0.099238431372549,NA
"Bortezomib + Uprosertib",-0.0141693652215426,0.927800784313725,NA
"Bortezomib + Venetoclax",-0.122194426322775,0.267494117647059,NA
"Bortezomib + Vorinostat",-0.10825894829166,0.628838431372549,NA
"Bortezomib + Wee1 Inhibitor",-0.298372809816142,0.151293333333333,NA
"Bortezomib + ZM447439",0.0460571500157551,0.785634509803922,NA
"Cisplatin + 5-Fluorouracil",-0.26601461724516,0.0789552941176471,NA
"Cisplatin + Afatinib",-0.0541756173182677,0.824630588235294,NA
"Cisplatin + Alisertib",-0.352614927443608,0.0735537254901961,NA
"Cisplatin + Alpelisib",-0.388923974664701,0.0430486274509804,NA
"Cisplatin + Axitinib",-0.362435819642985,0.0446698039215686,NA
"Cisplatin + AZD6482",-0.0487545088067813,0.729101960784314,NA
"Cisplatin + AZD7762",-0.4025151431828,0.0321176470588235,NA
"Cisplatin + AZD8055",-0.407260555932549,0.0571286274509804,NA
"Cisplatin + BI-2536",-0.65948517349609,0.0422658823529412,NA
"Cisplatin + Bortezomib",-0.243224514930051,0.302887058823529,NA
"Cisplatin + Camptothecin",-0.0376119052938771,0.73068,NA
"Cisplatin + Crizotinib",-0.0732670180143656,0.556146666666667,NA
"Cisplatin + Dabrafenib",-0.164785689906296,0.181356078431373,NA
"Cisplatin + Docetaxel",-0.638984658041988,0.000770196078431373,NA
"Cisplatin + Doramapimod",-0.012246327272786,0.932429019607843,NA
"Cisplatin + Entinostat",-0.0892921333890902,0.596858823529412,NA
"Cisplatin + Gemcitabine",0.198908880857127,0.257239215686275,NA
"Cisplatin + GSK269962A",-0.263198378888934,0.12447137254902,NA
"Cisplatin + JQ1",-0.214266098347072,0.255689411764706,NA
"Cisplatin + KU-55933",-0.307283454912138,0.00628470588235294,NA
"Cisplatin + Lapatinib",-0.236074445681633,0.276830588235294,NA
"Cisplatin + Linsitinib",-0.071418216568425,0.526130980392157,NA
"Cisplatin + Luminespib",-0.430104974775835,0.0844533333333333,NA
"Cisplatin + MK-1775",-0.323073234103368,0.153694901960784,NA
"Cisplatin + MK-2206",-0.112065473167591,0.502389019607843,NA
"Cisplatin + Navitoclax",-0.0241988763724823,0.925349019607843,NA
"Cisplatin + Nilotinib",-0.599257195575968,0.0524870588235294,NA
"Cisplatin + NU7441",-0.269086148844468,0.243127843137255,NA
"Cisplatin + Nutlin-3a (-)",-0.201224855620352,0.107129411764706,NA
"Cisplatin + Olaparib",-0.284230833170548,0.00470352941176471,NA
"Cisplatin + OSI-027",-0.460164879673788,0.0235035294117647,NA
"Cisplatin + Paclitaxel",-0.569791594972848,0.0289913725490196,NA
"Cisplatin + Palbociclib",0.0150473559453381,0.898936470588235,NA
"Cisplatin + PD173074",-0.294320542242857,0.0251278431372549,NA
"Cisplatin + PF-4708671",-0.361328252301983,0.0343937254901961,NA
"Cisplatin + Pictilisib",-0.15782748033531,0.308436862745098,NA
"Cisplatin + Ribociclib",-0.186704393392488,0.160068235294118,NA
"Cisplatin + RO-3306",-0.0469228924855324,0.732254117647059,NA
"Cisplatin + Sapitinib",-0.258082200004858,0.0617898039215686,NA
"Cisplatin + SB216763",0.0173988916232955,0.87913568627451,NA
"Cisplatin + SCH772984",0.00211243774627203,0.987417254901961,NA
"Cisplatin + Sorafenib",0.0336859098762317,0.893381960784314,NA
"Cisplatin + Taselisib",0.0486206358010667,0.811313725490196,NA
"Cisplatin + Temozolomide",-0.096460370015041,0.268287058823529,NA
"Cisplatin + Tozasertib",-0.109077763136171,0.422989803921569,NA
"Cisplatin + Trametinib",-0.259836504388631,0.0633027450980392,NA
"Cisplatin + Uprosertib",-0.120388617868584,0.459990588235294,NA
"Cisplatin + Venetoclax",-0.144081171055833,0.148206274509804,NA
"Cisplatin + Vorinostat",-0.242981174969197,0.352466666666667,NA
"Cisplatin + Wee1 Inhibitor",-0.387603300090974,0.13862431372549,NA
"Cisplatin + ZM447439",-0.0588031731737936,0.74170431372549,NA
"Crizotinib + 5-Fluorouracil",-0.152480625679475,0.349447843137255,NA
"Crizotinib + Afatinib",-0.17776208325276,0.404334901960784,NA
"Crizotinib + Alisertib",-0.201708918539861,0.216483137254902,NA
"Crizotinib + Alpelisib",-0.107033022923102,0.487334901960784,NA
"Crizotinib + Axitinib",-0.444056381036676,0.0180117647058824,NA
"Crizotinib + AZD6482",-0.235106053749519,0.161680784313725,NA
"Crizotinib + AZD7762",-0.322679320419368,0.0719670588235294,NA
"Crizotinib + AZD8055",0.0351476347242148,0.841,NA
"Crizotinib + BI-2536",-0.184155797386002,0.43701568627451,NA
"Crizotinib + Bortezomib",-0.128088130073482,0.566420392156863,NA
"Crizotinib + Camptothecin",-0.178461762751833,0.163261176470588,NA
"Crizotinib + Cisplatin",-0.0223777491008732,0.810542745098039,NA
"Crizotinib + Dabrafenib",0.00312818708775414,0.981113725490196,NA
"Crizotinib + Docetaxel",-0.586563951272617,0.00545411764705882,NA
"Crizotinib + Doramapimod",-0.0425182042262053,0.766847058823529,NA
"Crizotinib + Entinostat",-0.0619223066883339,0.694725490196078,NA
"Crizotinib + Gemcitabine",-0.423142101973051,0.018801568627451,NA
"Crizotinib + GSK269962A",-0.467080392221061,0.0375254901960784,NA
"Crizotinib + JQ1",-0.509373560150441,0.0195945098039216,NA
"Crizotinib + KU-55933",-0.0940586574265778,0.446520784313725,NA
"Crizotinib + Lapatinib",-0.381544570009676,0.128385098039216,NA
"Crizotinib + Linsitinib",-0.146047091393814,0.231346666666667,NA
"Crizotinib + Luminespib",-0.0858515633923728,0.646882352941176,NA
"Crizotinib + MK-1775",-0.250237856153572,0.210134901960784,NA
"Crizotinib + MK-2206",-0.0569030278459243,0.691629803921569,NA
"Crizotinib + Navitoclax",0.0892498443476528,0.712810980392157,NA
"Crizotinib + Nilotinib",-0.0730888678472028,0.769927058823529,NA
"Crizotinib + NU7441",-0.0720948525722217,0.721345098039216,NA
"Crizotinib + Nutlin-3a (-)",-0.306718385842228,0.0211529411764706,NA
"Crizotinib + Olaparib",-0.17596098204783,0.17111137254902,NA
"Crizotinib + OSI-027",0.282702147411032,0.122028235294118,NA
"Crizotinib + Paclitaxel",-0.446053213184306,0.0695678431372549,NA
"Crizotinib + Palbociclib",0.0199876834860577,0.887023529411765,NA
"Crizotinib + PD173074",-0.149176448172275,0.26112862745098,NA
"Crizotinib + PF-4708671",-0.0338696469075627,0.79404862745098,NA
"Crizotinib + Pictilisib",-0.0634640627222343,0.675040784313725,NA
"Crizotinib + Ribociclib",-0.289271151183816,0.0367858823529412,NA
"Crizotinib + RO-3306",-0.274210552394893,0.0922509803921569,NA
"Crizotinib + Sapitinib",0.0128221589656702,0.923792156862745,NA
"Crizotinib + SB216763",-0.0820255483674494,0.354853333333333,NA
"Crizotinib + SCH772984",0.00396134108281199,0.975674509803922,NA
"Crizotinib + Sorafenib",-0.226483591852899,0.365062745098039,NA
"Crizotinib + Taselisib",-0.524830033988792,0.0243207843137255,NA
"Crizotinib + Temozolomide",-0.0942110778842035,0.251717647058824,NA
"Crizotinib + Tozasertib",-0.21125570388974,0.122833725490196,NA
"Crizotinib + Trametinib",-0.12540165382941,0.342227450980392,NA
"Crizotinib + Uprosertib",-0.444517181417145,0.0407043137254902,NA
"Crizotinib + Venetoclax",-0.0704326175019897,0.549683137254902,NA
"Crizotinib + Vorinostat",-0.1384450160056,0.531635294117647,NA
"Crizotinib + Wee1 Inhibitor",-0.301544104860264,0.171880784313725,NA
"Crizotinib + ZM447439",-0.221317363997522,0.261897254901961,NA
"Docetaxel + 5-Fluorouracil",-0.169108019911625,0.273681568627451,NA
"Docetaxel + Afatinib",0.0642471938578186,0.777752941176471,NA
"Docetaxel + Alisertib",-0.264851064480549,0.185282352941176,NA
"Docetaxel + Alpelisib",-0.176915472774482,0.256433725490196,NA
"Docetaxel + Axitinib",-0.204390984145869,0.259578823529412,NA
"Docetaxel + AZD6482",-0.0217272642026081,0.900518431372549,NA
"Docetaxel + AZD7762",-0.351530089969177,0.0532619607843137,NA
"Docetaxel + AZD8055",-0.327211166878462,0.110301176470588,NA
"Docetaxel + BI-2536",-0.345904138322208,0.233672941176471,NA
"Docetaxel + Bortezomib",-0.255601348847589,0.27293568627451,NA
"Docetaxel + Camptothecin",-0.0177303973812576,0.898130980392157,NA
"Docetaxel + Cisplatin",0.0106467735994747,0.930884705882353,NA
"Docetaxel + Crizotinib",-0.122306411498222,0.396573333333333,NA
"Docetaxel + Dabrafenib",-0.0569647704141785,0.649237647058823,NA
"Docetaxel + Doramapimod",0.0774840535272961,0.666519215686274,NA
"Docetaxel + Entinostat",-0.148500843768818,0.353265882352941,NA
"Docetaxel + Gemcitabine",-0.04070474691714,0.804221960784314,NA
"Docetaxel + GSK269962A",-0.0264162287701436,0.877566274509804,NA
"Docetaxel + JQ1",0.0496025851955357,0.827752156862745,NA
"Docetaxel + KU-55933",-0.205874181843544,0.11108,NA
"Docetaxel + Lapatinib",-0.0294708579040809,0.897360784313725,NA
"Docetaxel + Linsitinib",-0.0389131074822301,0.799574117647059,NA
"Docetaxel + Luminespib",-0.31129723487025,0.156884705882353,NA
"Docetaxel + MK-1775",-0.242232392037431,0.229737254901961,NA
"Docetaxel + MK-2206",0.150604458206735,0.441701176470588,NA
"Docetaxel + Navitoclax",0.0441398242978593,0.862014901960784,NA
"Docetaxel + Nilotinib",-0.217511241268236,0.402781176470588,NA
"Docetaxel + NU7441",-0.128135282280913,0.507185098039216,NA
"Docetaxel + Nutlin-3a (-)",-0.207507293302901,0.182121568627451,NA
"Docetaxel + Olaparib",-0.252151442874672,0.0548086274509804,NA
"Docetaxel + OSI-027",-0.47579291655666,0.0148666666666667,NA
"Docetaxel + Paclitaxel",-0.188962031947723,0.356429019607843,NA
"Docetaxel + Palbociclib",-0.0377274169262459,0.734582745098039,NA
"Docetaxel + PD173074",-0.20574684489923,0.196160784313725,NA
"Docetaxel + PF-4708671",-0.204991951359933,0.172647058823529,NA
"Docetaxel + Pictilisib",-0.0397186092147468,0.803461960784314,NA
"Docetaxel + Ribociclib",0.0142549118033648,0.943451764705882,NA
"Docetaxel + RO-3306",0.184482021690077,0.302084705882353,NA
"Docetaxel + Sapitinib",-0.176465914497617,0.212530196078431,NA
"Docetaxel + SB216763",0.0400480391490272,0.793298039215686,NA
"Docetaxel + SCH772984",-0.034985958246127,0.812810980392157,NA
"Docetaxel + Sorafenib",0.072724626652234,0.722964705882353,NA
"Docetaxel + Taselisib",-0.0238111194547294,0.918418823529412,NA
"Docetaxel + Temozolomide",-0.0637213487944066,0.553714509803922,NA
"Docetaxel + Tozasertib",-0.00874483576383654,0.961430588235294,NA
"Docetaxel + Trametinib",-0.205331199407998,0.17345568627451,NA
"Docetaxel + Uprosertib",-0.148010392189238,0.389467450980392,NA
"Docetaxel + Venetoclax",-0.088418014698475,0.474730980392157,NA
"Docetaxel + Vorinostat",-0.192277810520194,0.368283137254902,NA
"Docetaxel + Wee1 Inhibitor",-0.214409736784024,0.288718431372549,NA
"Docetaxel + ZM447439",-0.106394454027809,0.518229019607843,NA
"Gemcitabine + 5-Fluorouracil",-0.181501697093302,0.196981176470588,NA
"Gemcitabine + Afatinib",0.0646357765206513,0.795569411764706,NA
"Gemcitabine + Alisertib",-0.322906111285486,0.0930290196078431,NA
"Gemcitabine + Alpelisib",-0.200364858794265,0.182955294117647,NA
"Gemcitabine + Axitinib",-0.148336306305615,0.317083137254902,NA
"Gemcitabine + AZD6482",0.0914699426519339,0.523755294117647,NA
"Gemcitabine + AZD7762",-0.094169317322847,0.575709803921569,NA
"Gemcitabine + AZD8055",-0.468261712248721,0.0259090196078431,NA
"Gemcitabine + BI-2536",-0.399689941665342,0.143410196078431,NA
"Gemcitabine + Bortezomib",-0.22474537903258,0.310795294117647,NA
"Gemcitabine + Camptothecin",0.0229663521535416,0.841743529411765,NA
"Gemcitabine + Cisplatin",0.0415862603223877,0.693894901960784,NA
"Gemcitabine + Crizotinib",-0.133200678958811,0.336702745098039,NA
"Gemcitabine + Dabrafenib",-0.154637170596002,0.254883137254902,NA
"Gemcitabine + Docetaxel",-0.575570186685827,0.00389019607843137,NA
"Gemcitabine + Doramapimod",0.0491102099629218,0.744830588235294,NA
"Gemcitabine + Entinostat",0.134076357927,0.403552941176471,NA
"Gemcitabine + GSK269962A",-0.0763697630182222,0.584283921568627,NA
"Gemcitabine + JQ1",0.113575873870589,0.560870588235294,NA
"Gemcitabine + KU-55933",-0.241679290690104,0.0586933333333333,NA
"Gemcitabine + Lapatinib",-0.0998886082915785,0.598463529411765,NA
"Gemcitabine + Linsitinib",-0.0833860572075821,0.513482352941177,NA
"Gemcitabine + Luminespib",-0.484081945160627,0.0478094117647059,NA
"Gemcitabine + MK-1775",-0.337883651331099,0.100814117647059,NA
"Gemcitabine + MK-2206",-0.056313896067127,0.705681568627451,NA
"Gemcitabine + Navitoclax",0.173956657748683,0.402012549019608,NA
"Gemcitabine + Nilotinib",-0.453592153948299,0.133794509803922,NA
"Gemcitabine + NU7441",-0.131245208398526,0.486531764705882,NA
"Gemcitabine + Nutlin-3a (-)",-0.0402337001441228,0.708818039215686,NA
"Gemcitabine + Olaparib",-0.267481915316669,0.0164627450980392,NA
"Gemcitabine + OSI-027",-0.538092037352661,0.00943686274509804,NA
"Gemcitabine + Paclitaxel",-0.695352858434171,0.00707529411764706,NA
"Gemcitabine + Palbociclib",-0.0484758752592917,0.668062745098039,NA
"Gemcitabine + PD173074",-0.21346228463062,0.104773333333333,NA
"Gemcitabine + PF-4708671",-0.272819070124213,0.0486,NA
"Gemcitabine + Pictilisib",0.0567904290512284,0.647674509803922,NA
"Gemcitabine + Ribociclib",-0.0870062398291183,0.530005490196078,NA
