"","sActivity","P","id"
"Axitinib + Linsitinib",-0.0056849618298009,0.792801568627451,NA
"Axitinib + Luminespib",-0.0133085542333695,0.583235294117647,NA
"Axitinib + MK-1775",-0.0230275201172768,0.440613333333333,NA
"Axitinib + MK-2206",-0.0255488058221747,0.373429019607843,NA
"Axitinib + Navitoclax",-0.00915998451995558,0.761718431372549,NA
"Axitinib + Nilotinib",0.0472355680714512,0.421869019607843,NA
"Axitinib + NU7441",0.0212989157981719,0.540352156862745,NA
"Axitinib + Nutlin-3a (-)",-0.0342394048999544,0.209359215686274,NA
"Axitinib + Olaparib",-0.0280194127028206,0.270013333333333,NA
"Axitinib + OSI-027",-0.0388013532271828,0.247763137254902,NA
"Axitinib + Paclitaxel",-0.288418040726808,0.00222823529411765,NA
"Axitinib + Palbociclib",-0.0138923694255696,0.589573333333333,NA
"Axitinib + PD173074",-0.0439918553360657,0.154621960784314,NA
"Axitinib + PF-4708671",0.00514605843180219,0.781054117647059,NA
"Axitinib + Pictilisib",-0.0668918195923378,0.105876862745098,NA
"Axitinib + Ribociclib",0.00163662375108922,0.946708235294118,NA
"Axitinib + RO-3306",0.00822011136950974,0.736470588235294,NA
"Axitinib + Sapitinib",0.00201129320489646,0.914054901960784,NA
"Axitinib + SB216763",0.00691949353626496,0.756924705882353,NA
"Axitinib + SCH772984",0.0456298212790991,0.27235137254902,NA
"Axitinib + Sorafenib",0.0640005210551763,0.233681568627451,NA
"Axitinib + Taselisib",0.0132701035026861,0.710458039215686,NA
"Axitinib + Temozolomide",-0.0146847464113125,0.519217254901961,NA
"Axitinib + Tozasertib",-0.0128091322361103,0.661899607843137,NA
"Axitinib + Trametinib",-0.0225193169509733,0.476197647058824,NA
"Axitinib + Uprosertib",0.105402937256363,0.0430760784313725,NA
"Axitinib + Venetoclax",-0.0261890114409536,0.317334117647059,NA
"Axitinib + Vorinostat",-0.0700744431929173,0.16476862745098,NA
"Axitinib + Wee1 Inhibitor",-0.00639859656952307,0.79751137254902,NA
"Axitinib + ZM447439",-0.142335179013984,0.0210352941176471,NA
"AZD7762 + 5-Fluorouracil",0.193091740003025,0.00537647058823529,"AZD7762 + 5-Fluorouracil"
"AZD7762 + Afatinib",0.0342239464077192,0.439812549019608,NA
"AZD7762 + Alisertib",-0.00524195220036697,0.848258823529412,NA
"AZD7762 + Alpelisib",-0.0291207606368275,0.307010196078431,NA
"AZD7762 + Axitinib",-0.0404127152207699,0.258960784313725,NA
"AZD7762 + AZD6482",0.100997287437574,0.0368109803921569,NA
"AZD7762 + AZD8055",0.00424130614439987,0.829525490196078,NA
"AZD7762 + BI-2536",-0.000411882113061328,0.991381176470588,NA
"AZD7762 + Bortezomib",-0.0130240032447581,0.737222745098039,NA
"AZD7762 + Camptothecin",0.138773696655709,0.00771764705882353,"AZD7762 + Camptothecin"
"AZD7762 + Cisplatin",0.0516866594768352,0.094161568627451,NA
"AZD7762 + Crizotinib",0.0152805639076539,0.482501960784314,NA
"AZD7762 + Dabrafenib",-0.00587552834574732,0.785792941176471,NA
"AZD7762 + Docetaxel",-0.00978439984702815,0.690930980392157,NA
"AZD7762 + Doramapimod",-0.0258677053829471,0.345785098039216,NA
"AZD7762 + Entinostat",-0.0133386784866504,0.636650980392157,NA
"AZD7762 + Gemcitabine",0.329071513172535,0.0037921568627451,"AZD7762 + Gemcitabine"
"AZD7762 + GSK269962A",-0.0127416443018037,0.680795294117647,NA
"AZD7762 + JQ1",-0.0118606913580976,0.648416470588235,NA
"AZD7762 + KU-55933",-0.0290474816211219,0.300691764705882,NA
"AZD7762 + Lapatinib",0.00862809612946367,0.735687058823529,NA
"AZD7762 + Linsitinib",-0.00619778447230069,0.755337254901961,NA
"AZD7762 + Luminespib",-0.00825096331864418,0.74037568627451,NA
"AZD7762 + MK-1775",0.0180372834624576,0.550531764705882,NA
"AZD7762 + MK-2206",-0.010419961181326,0.694909019607843,NA
"AZD7762 + Navitoclax",-0.0377853351031098,0.454898823529412,NA
"AZD7762 + Nilotinib",0.00455510931448936,0.902313725490196,NA
"AZD7762 + NU7441",-0.0184048477619029,0.566105098039216,NA
"AZD7762 + Nutlin-3a (-)",-0.0369209552309065,0.149032156862745,NA
"AZD7762 + Olaparib",-0.0248534688409053,0.265244705882353,NA
"AZD7762 + OSI-027",-0.015064056650974,0.480909803921569,NA
"AZD7762 + Paclitaxel",-0.0255033613829466,0.527116078431373,NA
"AZD7762 + Palbociclib",0.0151753566773938,0.544211764705882,NA
"AZD7762 + PD173074",-0.0367354988081608,0.246952156862745,NA
"AZD7762 + PF-4708671",-0.021280234895086,0.40084862745098,NA
"AZD7762 + Pictilisib",-0.0250026080846453,0.388298039215686,NA
"AZD7762 + Ribociclib",-0.0241743159620086,0.395454117647059,NA
"AZD7762 + RO-3306",0.00509633165884562,0.798301960784314,NA
"AZD7762 + Sapitinib",-0.0117995987213049,0.63194431372549,NA
"AZD7762 + SB216763",0.00900762455258953,0.652440784313726,NA
"AZD7762 + SCH772984",0.0107585346648006,0.642242352941176,NA
"AZD7762 + Sorafenib",0.00532889608658804,0.883363921568627,NA
"AZD7762 + Taselisib",0.00304564857814843,0.910147450980392,NA
"AZD7762 + Temozolomide",-0.0174467547538367,0.381331764705882,NA
"AZD7762 + Tozasertib",-0.0377929152701427,0.351396078431373,NA
"AZD7762 + Trametinib",-0.0133089137509693,0.610681568627451,NA
"AZD7762 + Uprosertib",-0.0107040620243947,0.657134117647059,NA
"AZD7762 + Venetoclax",-0.0368877254752244,0.178167843137255,NA
"AZD7762 + Vorinostat",0.00218991838336409,0.938061960784314,NA
"AZD7762 + Wee1 Inhibitor",0.0200238565009088,0.579316862745098,NA
"AZD7762 + ZM447439",-0.0283311555199447,0.451748235294118,NA
"Bortezomib + 5-Fluorouracil",-0.0124764676880666,0.586409411764706,NA
"Bortezomib + Afatinib",0.0625687888330257,0.269214117647059,NA
"Bortezomib + Alisertib",-0.00488748140385858,0.855381176470588,NA
"Bortezomib + Alpelisib",-0.0574250960347675,0.0863105882352941,NA
"Bortezomib + Axitinib",-0.0113219047611359,0.66036,NA
"Bortezomib + AZD6482",0.0732727461244493,0.0706164705882353,NA
"Bortezomib + AZD7762",-0.0663209937360907,0.0808533333333333,NA
"Bortezomib + AZD8055",-0.0231132630486131,0.382861960784314,NA
"Bortezomib + BI-2536",-0.00783849422407086,0.817803921568627,NA
"Bortezomib + Camptothecin",0.0160003777935742,0.514516862745098,NA
"Bortezomib + Cisplatin",0.00414450340820836,0.800690196078431,NA
"Bortezomib + Crizotinib",0.0254135736600577,0.365498823529412,NA
"Bortezomib + Dabrafenib",-0.0295068877409431,0.258185098039216,NA
"Bortezomib + Docetaxel",-0.0350988660614359,0.268410196078431,NA
"Bortezomib + Doramapimod",0.0041861916264345,0.83511137254902,NA
"Bortezomib + Entinostat",-0.100990789655654,0.0202360784313725,NA
"Bortezomib + Gemcitabine",0.0314009430429361,0.362283137254902,NA
"Bortezomib + GSK269962A",0.0146644640763373,0.54976,NA
"Bortezomib + JQ1",0.109476477742889,0.0407239215686275,NA
"Bortezomib + KU-55933",-0.0516469436394393,0.0422745098039216,NA
"Bortezomib + Lapatinib",0.0141980587756757,0.645370196078431,NA
"Bortezomib + Linsitinib",0.0349828421725906,0.27716862745098,NA
"Bortezomib + Luminespib",-0.0232244369940841,0.452524705882353,NA
"Bortezomib + MK-1775",0.0078501349271743,0.78884862745098,NA
"Bortezomib + MK-2206",0.0097380844803243,0.691709803921569,NA
"Bortezomib + Navitoclax",0.0522533946908332,0.374250980392157,NA
"Bortezomib + Nilotinib",-0.0328781898591302,0.530265098039216,NA
"Bortezomib + NU7441",0.0348069105865979,0.363109019607843,NA
"Bortezomib + Nutlin-3a (-)",-0.0350895812295042,0.197626666666667,NA
"Bortezomib + Olaparib",-0.0349701522457729,0.216444705882353,NA
"Bortezomib + OSI-027",-0.0696393074670711,0.0399309803921569,NA
"Bortezomib + Paclitaxel",-0.0505240729423181,0.236776470588235,NA
"Bortezomib + Palbociclib",-0.0162316349044252,0.483981960784314,NA
"Bortezomib + PD173074",-0.0566389248683034,0.0769396078431373,NA
"Bortezomib + PF-4708671",-0.066153069120847,0.0298337254901961,NA
"Bortezomib + Pictilisib",-0.00662752371442514,0.74582431372549,NA
"Bortezomib + Ribociclib",0.0123352467130633,0.620181960784314,NA
"Bortezomib + RO-3306",0.0185037511288942,0.462032156862745,NA
"Bortezomib + Sapitinib",-0.0208955896422693,0.421090980392157,NA
"Bortezomib + SB216763",0.000508999213414301,0.974069019607843,NA
"Bortezomib + SCH772984",0.0032388441012407,0.846020392156863,NA
"Bortezomib + Sorafenib",0.0482736249002042,0.397764705882353,NA
"Bortezomib + Taselisib",0.0512361311525656,0.303046274509804,NA
"Bortezomib + Temozolomide",-0.0185068509788405,0.437492549019608,NA
"Bortezomib + Tozasertib",0.00294159449217788,0.913281568627451,NA
"Bortezomib + Trametinib",-0.0323737004554344,0.279531764705882,NA
"Bortezomib + Uprosertib",0.0224612730099537,0.461284705882353,NA
"Bortezomib + Venetoclax",-0.0501387241720813,0.0580439215686274,NA
"Bortezomib + Vorinostat",-0.0139272639094616,0.702677647058824,NA
"Bortezomib + Wee1 Inhibitor",0.0137072808182705,0.683923921568627,NA
"Bortezomib + ZM447439",-0.00171541018616156,0.939654901960784,NA
"Cisplatin + 5-Fluorouracil",-0.0178257840456892,0.428912941176471,NA
"Cisplatin + Afatinib",0.0147571434566377,0.687021960784314,NA
"Cisplatin + Alisertib",-0.00846610011404209,0.705761568627451,NA
"Cisplatin + Alpelisib",-0.0580806338279348,0.087883137254902,NA
"Cisplatin + Axitinib",-0.0815086749493116,0.0619670588235294,NA
"Cisplatin + AZD6482",0.0486813774647402,0.145074509803922,NA
"Cisplatin + AZD7762",0.0831452317098688,0.0274352941176471,NA
"Cisplatin + AZD8055",-0.0276950235372531,0.319740392156863,NA
"Cisplatin + BI-2536",-0.0125927871364903,0.741937254901961,NA
"Cisplatin + Bortezomib",-0.00151230269642666,0.960065882352941,NA
"Cisplatin + Camptothecin",0.00375956595367009,0.818534901960784,NA
"Cisplatin + Crizotinib",-0.0610072731899228,0.0832682352941176,NA
"Cisplatin + Dabrafenib",-0.0456124078573216,0.132425882352941,NA
"Cisplatin + Docetaxel",-0.123303572936716,0.00614745098039216,NA
"Cisplatin + Doramapimod",0.014569587765283,0.573140392156863,NA
"Cisplatin + Entinostat",-0.0825653771458576,0.102803921568627,NA
"Cisplatin + Gemcitabine",0.0413175112511821,0.288237647058824,NA
"Cisplatin + GSK269962A",-0.0612171109214294,0.115923137254902,NA
"Cisplatin + JQ1",0.0367750265140094,0.314981176470588,NA
"Cisplatin + KU-55933",-0.0534330074921215,0.0360745098039216,NA
"Cisplatin + Lapatinib",0.1097204039904,0.047836862745098,NA
"Cisplatin + Linsitinib",0.00673283458077378,0.677687843137255,NA
"Cisplatin + Luminespib",-0.0203580904100125,0.489407058823529,NA
"Cisplatin + MK-1775",-0.0112430260733834,0.718309803921569,NA
"Cisplatin + MK-2206",-0.0395821122394163,0.302220392156863,NA
"Cisplatin + Navitoclax",-0.0572183018262994,0.315745882352941,NA
"Cisplatin + Nilotinib",-0.0390856325640415,0.39934431372549,NA
"Cisplatin + NU7441",-0.0428399057540917,0.295163921568627,NA
"Cisplatin + Nutlin-3a (-)",-0.0472882051487484,0.0761513725490196,NA
"Cisplatin + Olaparib",-0.0385571327899352,0.0698345098039216,NA
"Cisplatin + OSI-027",-0.0739743969715142,0.0557090196078431,NA
"Cisplatin + Paclitaxel",-0.185170849416948,0.010116862745098,NA
"Cisplatin + Palbociclib",-0.0281150860932163,0.266017254901961,NA
"Cisplatin + PD173074",-0.0647605525978492,0.0313443137254902,NA
"Cisplatin + PF-4708671",-0.0473626404265081,0.130061960784314,NA
"Cisplatin + Pictilisib",-0.0440135878314132,0.194498823529412,NA
"Cisplatin + Ribociclib",-0.0297619959673939,0.264516862745098,NA
"Cisplatin + RO-3306",-0.000688068632583249,0.967092549019608,NA
"Cisplatin + Sapitinib",-0.0226263448094279,0.363900392156863,NA
"Cisplatin + SB216763",0.00598425359972092,0.721454117647059,NA
"Cisplatin + SCH772984",0.00307274850413337,0.881745882352941,NA
"Cisplatin + Sorafenib",0.033581670604457,0.503480784313725,NA
"Cisplatin + Taselisib",0.00489527645221727,0.852938823529412,NA
"Cisplatin + Temozolomide",-0.020783543113435,0.276332549019608,NA
"Cisplatin + Tozasertib",-0.0907115011725044,0.0643450980392157,NA
"Cisplatin + Trametinib",-0.0384820421418081,0.192926274509804,NA
"Cisplatin + Uprosertib",0.0116936602169597,0.638232941176471,NA
"Cisplatin + Venetoclax",-0.053707040628,0.0353121568627451,NA
"Cisplatin + Vorinostat",-0.0721843867298889,0.239852549019608,NA
"Cisplatin + Wee1 Inhibitor",-0.00962712370138466,0.77247137254902,NA
"Cisplatin + ZM447439",-0.115133499937745,0.0329301960784314,NA
"Crizotinib + 5-Fluorouracil",-0.00771205111654486,0.76713568627451,NA
"Crizotinib + Afatinib",-0.0285679148125644,0.487127843137255,NA
"Crizotinib + Alisertib",-0.00858960485846582,0.719107450980392,NA
"Crizotinib + Alpelisib",0.106301504509131,0.0572517647058824,NA
"Crizotinib + Axitinib",-0.0638894210096903,0.0989333333333333,NA
"Crizotinib + AZD6482",0.0548863839445513,0.125284705882353,NA
"Crizotinib + AZD7762",-0.0241181124526348,0.376549019607843,NA
"Crizotinib + AZD8055",0.0386604088109463,0.244578823529412,NA
"Crizotinib + BI-2536",0.00152632832941397,0.963225098039216,NA
"Crizotinib + Bortezomib",0.00439682832878292,0.903075294117647,NA
"Crizotinib + Camptothecin",-0.00325495850857071,0.835905882352941,NA
"Crizotinib + Cisplatin",0.00129341922742691,0.925614901960784,NA
"Crizotinib + Dabrafenib",0.024692082594858,0.352217254901961,NA
"Crizotinib + Docetaxel",-0.0545664997206304,0.146654901960784,NA
"Crizotinib + Doramapimod",-0.00145607869488718,0.936486274509804,NA
"Crizotinib + Entinostat",-0.0112732202658407,0.705021176470588,NA
"Crizotinib + Gemcitabine",-0.0112946712705851,0.637452549019608,NA
"Crizotinib + GSK269962A",-0.0614231916388025,0.100486274509804,NA
"Crizotinib + JQ1",0.0113122216296482,0.621749803921569,NA
"Crizotinib + KU-55933",-0.00826584380315894,0.686236862745098,NA
"Crizotinib + Lapatinib",0.0300538871254411,0.403952156862745,NA
"Crizotinib + Linsitinib",-0.00572316427525775,0.725373333333333,NA
"Crizotinib + Luminespib",0.0172230676933962,0.584037647058824,NA
"Crizotinib + MK-1775",0.000422360151624581,0.985074509803922,NA
"Crizotinib + MK-2206",-0.0755414160948508,0.0541819607843137,NA
"Crizotinib + Navitoclax",0.0170774939442637,0.698817254901961,NA
"Crizotinib + Nilotinib",-0.000427909255007951,0.990592156862745,NA
"Crizotinib + NU7441",0.00850921934284931,0.775592156862745,NA
"Crizotinib + Nutlin-3a (-)",-0.0427527886286743,0.0870941176470588,NA
"Crizotinib + Olaparib",-0.0265809649207227,0.303828235294118,NA
"Crizotinib + OSI-027",-0.0171816934685173,0.509732549019608,NA
"Crizotinib + Paclitaxel",-0.159425329241384,0.0155505882352941,NA
"Crizotinib + Palbociclib",-0.0156369401759652,0.581657254901961,NA
"Crizotinib + PD173074",-0.0453279842801327,0.126036862745098,NA
"Crizotinib + PF-4708671",0.0506112197386933,0.130881568627451,NA
"Crizotinib + Pictilisib",-0.0507488391394885,0.183563921568627,NA
"Crizotinib + Ribociclib",-0.041133637371708,0.126880784313725,NA
"Crizotinib + RO-3306",-0.0111296278442955,0.606050196078431,NA
"Crizotinib + Sapitinib",0.0687883723843156,0.0886823529411765,NA
"Crizotinib + SB216763",0.00876649443376373,0.587980392156863,NA
"Crizotinib + SCH772984",-0.0101406290359082,0.587174901960784,NA
"Crizotinib + Sorafenib",-0.0378956565683374,0.444616470588235,NA
"Crizotinib + Taselisib",-0.0385061257114745,0.304621176470588,NA
"Crizotinib + Temozolomide",-0.0182171575917903,0.323675294117647,NA
"Crizotinib + Tozasertib",-0.102661392990873,0.0131992156862745,NA
"Crizotinib + Trametinib",0.0519533041970906,0.195272156862745,NA
"Crizotinib + Uprosertib",0.0112088171381286,0.653211764705882,NA
"Crizotinib + Venetoclax",0.00829520628931471,0.633496470588235,NA
"Crizotinib + Vorinostat",-0.0627207996959691,0.257400784313725,NA
"Crizotinib + Wee1 Inhibitor",-0.0272483926355986,0.497930196078431,NA
"Crizotinib + ZM447439",-0.11586371705783,0.0391176470588235,NA
"Docetaxel + 5-Fluorouracil",-0.00444331439012745,0.820075294117647,NA
"Docetaxel + Afatinib",0.0028196475079416,0.929565490196078,NA
"Docetaxel + Alisertib",-0.00559977297590476,0.833524705882353,NA
"Docetaxel + Alpelisib",-0.0369289199725669,0.232849411764706,NA
"Docetaxel + Axitinib",-0.0476839148618549,0.235981176470588,NA
"Docetaxel + AZD6482",0.075574402448085,0.0973294117647059,NA
"Docetaxel + AZD7762",-0.0155011017283676,0.486369411764706,NA
"Docetaxel + AZD8055",-0.0149652450314944,0.582443921568627,NA
"Docetaxel + BI-2536",-0.00488623975625832,0.893670588235294,NA
"Docetaxel + Bortezomib",-0.00279837562751597,0.935757647058824,NA
"Docetaxel + Camptothecin",0.00297745755385498,0.869436078431372,NA
"Docetaxel + Cisplatin",0.00476664415082443,0.793576470588235,NA
"Docetaxel + Crizotinib",0.00640115422086589,0.746605490196078,NA
"Docetaxel + Dabrafenib",-0.0291800541778977,0.337860392156863,NA
"Docetaxel + Doramapimod",0.0225355873239759,0.442266666666667,NA
"Docetaxel + Entinostat",-0.0779102279748424,0.0714054901960784,NA
"Docetaxel + Gemcitabine",0.0185803399602878,0.507392941176471,NA
"Docetaxel + GSK269962A",0.0191341401883365,0.52946431372549,NA
"Docetaxel + JQ1",-0.00266095343867061,0.914814117647059,NA
"Docetaxel + KU-55933",-0.0430990388966165,0.129291764705882,NA
"Docetaxel + Lapatinib",0.0379493912592871,0.352993725490196,NA
"Docetaxel + Linsitinib",0.0381810833572971,0.254982745098039,NA
"Docetaxel + Luminespib",-0.0231123922372209,0.405466666666667,NA
"Docetaxel + MK-1775",-0.0191702626793124,0.576985882352941,NA
"Docetaxel + MK-2206",0.0345211371472098,0.392301960784314,NA
"Docetaxel + Navitoclax",-0.0146520882724017,0.730891764705882,NA
"Docetaxel + Nilotinib",0.0205116816349994,0.672101960784314,NA
"Docetaxel + NU7441",-0.0209300627650682,0.562230588235294,NA
"Docetaxel + Nutlin-3a (-)",-0.0384521679130465,0.218823529411765,NA
"Docetaxel + Olaparib",-0.0369407624364435,0.120652549019608,NA
"Docetaxel + OSI-027",-0.0581134449219631,0.0839992156862745,NA
"Docetaxel + Paclitaxel",0.0109742763390034,0.720658823529412,NA
"Docetaxel + Palbociclib",-0.0203614772826379,0.425026666666667,NA
"Docetaxel + PD173074",-0.0567142252109531,0.093363137254902,NA
"Docetaxel + PF-4708671",-0.0467217335888983,0.156166274509804,NA
"Docetaxel + Pictilisib",0.0142735707781563,0.626523137254902,NA
"Docetaxel + Ribociclib",0.00922744984105806,0.764849411764706,NA
"Docetaxel + RO-3306",0.0176487297992662,0.527907450980392,NA
"Docetaxel + Sapitinib",-0.0162212550076948,0.525541176470588,NA
"Docetaxel + SB216763",0.000504226724905185,0.972505882352941,NA
"Docetaxel + SCH772984",0.0173042583058311,0.561467450980392,NA
"Docetaxel + Sorafenib",0.0320082748739468,0.497139607843137,NA
"Docetaxel + Taselisib",0.0146392166143668,0.676052549019608,NA
"Docetaxel + Temozolomide",-0.0188358118549669,0.33469568627451,NA
"Docetaxel + Tozasertib",-0.00668146359077685,0.825661176470588,NA
"Docetaxel + Trametinib",-0.0224974946896388,0.40317568627451,NA
"Docetaxel + Uprosertib",0.0077498284068993,0.764052549019608,NA
"Docetaxel + Venetoclax",-0.0511905391097041,0.108237647058824,NA
"Docetaxel + Vorinostat",-0.0239843792851454,0.569205490196078,NA
"Docetaxel + Wee1 Inhibitor",0.00141773014971502,0.960851764705882,NA
"Docetaxel + ZM447439",0.0145133884316345,0.628852549019608,NA
"Gemcitabine + 5-Fluorouracil",-0.0114343674300625,0.577760784313725,NA
"Gemcitabine + Afatinib",0.00383422066716712,0.906189019607843,NA
"Gemcitabine + Alisertib",-0.00808347406322655,0.728530980392157,NA
"Gemcitabine + Alpelisib",-0.0529841557838087,0.140309019607843,NA
"Gemcitabine + Axitinib",-0.0343800232498484,0.306185882352941,NA
"Gemcitabine + AZD6482",0.0486642439995231,0.166389803921569,NA
"Gemcitabine + AZD7762",0.0878747788661737,0.0486258823529412,NA
"Gemcitabine + AZD8055",-0.0241513704606551,0.393115294117647,NA
"Gemcitabine + BI-2536",-0.00826191699511218,0.782629803921569,NA
"Gemcitabine + Bortezomib",-0.00321181882215429,0.903861176470588,NA
"Gemcitabine + Camptothecin",0.00659966147404153,0.715189019607843,NA
"Gemcitabine + Cisplatin",0.00449232288350414,0.781830588235294,NA
"Gemcitabine + Crizotinib",-0.0386523978874286,0.206978823529412,NA
"Gemcitabine + Dabrafenib",-0.0426618727011739,0.187434509803922,NA
"Gemcitabine + Docetaxel",-0.0968844705746243,0.0345090196078431,NA
"Gemcitabine + Doramapimod",0.0292495796454553,0.356076078431373,NA
"Gemcitabine + Entinostat",-0.0797842261451834,0.102040784313725,NA
"Gemcitabine + GSK269962A",0.0161626869524597,0.522374901960784,NA
"Gemcitabine + JQ1",0.0730953470677962,0.157740392156863,NA
"Gemcitabine + KU-55933",-0.0492886592132252,0.0753639215686275,NA
"Gemcitabine + Lapatinib",0.0429443627141289,0.270835294117647,NA
"Gemcitabine + Linsitinib",0.0451686506518743,0.155393725490196,NA
"Gemcitabine + Luminespib",-0.0395376103243757,0.202294117647059,NA
"Gemcitabine + MK-1775",-0.0463060231662824,0.242177254901961,NA
"Gemcitabine + MK-2206",-0.00103601483739949,0.962443137254902,NA
"Gemcitabine + Navitoclax",-0.0151155771358871,0.683146666666667,NA
"Gemcitabine + Nilotinib",-0.0318923970069847,0.512930196078431,NA
"Gemcitabine + NU7441",-0.0333543059834019,0.356847843137255,NA
"Gemcitabine + Nutlin-3a (-)",-0.0344706922369796,0.160859607843137,NA
"Gemcitabine + Olaparib",-0.0324370522892797,0.144265882352941,NA
"Gemcitabine + OSI-027",-0.0766837180119963,0.0690933333333333,NA
